"AF,Ext,Ranking,prefequalspreferred,stabequalsstable,compl,equalcomp,
"
"<{ A0 },[]>",[{A0}],{A0=1},[{A0}],true,[{A0}],true,[{A0}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A0,A0), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A0,A2)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A0,A0), (A0,A2), (A1,A0)]>",[{A1}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A1}],true,[{A1}],true,"[{}, {A1}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A0,A1)]>",[{A2}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A2}],true,[{A2}],true,"[{A2}, {}]",false
"<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A1), (A1,A0)]>","[{A2}, {A1}]","{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}","[{A2}, {A1}]",true,"[{A2}, {A1}]",true,"[{A2}, {}, {A1}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A0,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A0,A0), (A0,A2), (A1,A0)]>",[{A1}],"{A1=1, A2=0.5, A0=0.5}",[{A1}],true,[{A1}],true,[{A1}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A1), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>",[{A1}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A1}],true,[{A1}],true,"[{}, {A1}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A0 },[(A1,A1), (A0,A0), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A0), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A2), (A0,A0), (A0,A1), (A0,A2), (A1,A0)]>",[{A1}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A1}],true,[{A1}],true,"[{}, {A1}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A0), (A0,A1)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A1), (A0,A0), (A0,A1), (A1,A0)]>","[{A2}, {A1}]","{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}","[{A2}, {A1}]",true,"[{A2}, {A1}]",true,"[{A2}, {}, {A1}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A2,A2), (A0,A1), (A1,A0)]>",[{A0}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A0}],true,[],false,"[{A0}, {}]",false
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A1), (A0,A0), (A0,A2), (A1,A0)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A2), (A2,A0), (A2,A2), (A0,A0), (A0,A2), (A1,A0)]>",[{A1}],"{A1=1, A2=0.5, A0=0.5}",[{A1}],true,[{A1}],true,[{A1}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A2,A2), (A0,A1)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A2), (A0,A0), (A0,A1)]>",[{}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{}],true,[],false,[{}],true
"<{ A1, A2, A0 },[(A1,A1), (A1,A2), (A2,A0), (A2,A1), (A0,A0), (A0,A2)]>",[{A2}],"{A1=0.6180257510729613733905579399141631, A2=0.6180257510729613733905579399141631, A0=0.6180257510729613733905579399141631}",[{A2}],true,[{A2}],true,"[{A2}, {}]",false
